"x"
"178","Gifu University"
"179","Kanazawa University"
"180","Konkuk University"
"181","Management and Science University"
"182","Nanjing University of Science and Technology"
"183","Pusan National University"
"184","Renmin (People's) University of China"
"185","S.D. Asfendiyarov Kazakh National Medical University"
"186","Sejong University"
"187","Shenzhen University"
"188","Soochow University"
"189","Thammasat University"
"190","Tokyo University of Agriculture and Technology"
"191","University of Jordan"
"192","University of Sharjah"
"193","Chongqing University"
"194","International Islamic University Malaysia (IIUM)"
"195","Jadavpur University"
"196","Kagoshima University"
"197","King Khalid University"
"198","Lahore University of Management Sciences (LUMS)"
"199","Macau University of Science and Technology"
"200","National Chung Hsing University"
"201","Sunway University"
"202","Tokushima University"
"203","Universiti Teknologi MARA - UiTM"
"204","University of Hyderabad"
"205","Zayed University"
"206","Abu Dhabi University"
"207","Ajman University"
"208","Al Ain University"
"209","Beijing University of Technology"
"210","Bogazici Universitesi"
"211","Gunma University"
"212","Indian Institute of Technology Bhubaneswar"
"213","Istanbul Technical University"
"214","Jouf University"
"215","Lebanese University"
"216","Notre Dame University-Louaize NDU"
"217","O.P. Jindal Global University"
"218","Osaka Prefecture University"
"219","Prince Mohammad Bin Fahd university"
"220","Tokyo Metropolitan University"
"221","University of Haifa"
"222","American University of the Middle East"
"223","Chonnam National University"
"224","Chungnam National University"
"225","Dankook University"
"226","Institut Teknologi Sepuluh Nopember (ITS Surabaya)"
"227","Jamia Millia Islamia"
"228","Jinan University (China)"
"229","Karaganda State Technical University"
"230","Lanzhou University"
"231","Manipal Academy of Higher Education, Manipal, Karnataka, India"
"232","Northwest University (China)"
"233","Princess Nourah bint Abdulrahman University"
"234","Ritsumeikan University"
"235","Shiraz University"
"236","Universiti Tenaga Nasional (UNITEN)"
"237","Academician Y.A. Buketov Karaganda University"
"238","Ankara Universitesi"
"239","Anna University"
"240","Bangladesh University of Engineering and Technology"
"241","Beijing Foreign Studies University"
"242","Beijing Jiaotong University"
"243","Beijing University of Chinese Medicine"
"244","Beijing University of Posts and Telecommunications"
"245","Beirut Arab University"
"246","De La Salle University"
"247","German Jordanian University"
"248","Gulf University for Science and Technology"
"249","Hacettepe University"
"250","Harbin Engineering University"
"251","International Christian University"
"252","Islamic University of Madinah"
"253","Istanbul University"
"254","Jordan University of Science & Technology"
"255","Kasetsart University"
"256","Kazakh Ablai Khan University of International Relations and World Languages"
"257","Kazakh-British Technical University"
"258","Khon Kaen University"
"259","King Faisal University"
"260","King Mongkut's University of Technology Thonburi"
"261","Kyoto Institute of Technology"
"262","Kyushu Institute of Technology"
"263","NJSC KIMEP University"
"264","Nanjing University of Aeronautics and Astronautics"
"265","National Chung Cheng University"
"266","Pondicherry University"
"267","Prince of Songkla University"
"268","Princess Sumaya University for Technology"
"269","Qassim University"
"270","Shinshu University"
"271","Siksha 'O' Anusandhan (Deemed to be University)"
"272","Sophia University"
"273","Tokyo University of Science"
"274","Universitas Padjadjaran"
"275","Universiti Kuala Lumpur (UniKL)"
"276","Universiti Malaysia Pahang"
"277","Universiti Malaysia Perlis"
"278","Universiti Tunku Abdul Rahman (UTAR)"
"279","University of Baghdad"
"280","University of Bahrain"
"281","University of Calcutta"
"282","University of Dhaka"
"283","University of Engineering & Technology (UET) Lahore"
"284","University of Santo Tomas"
"285","University of Seoul"
"286","University of the Punjab"
"287","Viet Nam National University Ho Chi Minh City (VNU-HCM)"
"288","Vietnam National University, Hanoi"
"289","Wuhan University of Technology"
"290","Xi'an Jiaotong Liverpool University"
"291","Yamaguchi University"
"292","Yerevan State University"
"293","Yeungnam University"
"294","Yokohama National University"
"295","Al Quds University The Arab University in Jerusalem"
"296","Aligarh Muslim University"
"297","Amity University"
"298","Amrita Vishwa Vidyapeetham"
"299","An-Najah National University"
"300","Anadolu University"
"301","Azerbaijan State University of Economics"
"302","BRAC University"
"303","Baku State University"
"304","Banaras Hindu University"
"305","Bina Nusantara University (BINUS)"
"306","Birla Institute of Technology and Science, Pilani"
"307","COMSATS University Islamabad"
"308","Chang Jung Christian University"
"309","China University of Political Science and Law"
"310","Chung Yuan Christian University"
"311","Chungbuk National University"
"312","Diponegoro University"
"313","Doshisha University"
"314","EGE UNIVERSITY"
"315","Feng Chia University"
"316","Fu Jen Catholic University"
"317","Gazi Universitesi"
"318","Imam Mohammad Ibn Saud Islamic University ¡V IMSIU"
"319","Indian Institute of Information Technology, Allahabad"
"320","Istanbul Aydin University"
"321","Istanbul Bilgi Universitesi"
"322","Izmir Institute of Technology (IZTECH)"
"323","Jamia Hamdard"
"324","Jeju National University"
"325","Kangwon National University"
"326","King Mongkut's Institute of Technology Ladkrabang"
"327","Kookmin University"
"328","Kuwait University"
"329","Meiji University"
"330","Multimedia University (MMU)"
"331","Mustansiriyah University"
"332","Mutah University"
"333","Nagoya Institute of Technology (NIT)"
"334","National Dong Hwa University"
"335","National Taiwan Ocean University"
"336","North South University"
"337","OSMANIA UNIVERSITY"
"338","Panjab University"
"339","Pukyong National University"
"340","Rikkyo University"
"341","Saitama University"
"342","Saken Seifullin Kazakh Agrotechnical University"
"343","Seoul National University of Science and Technology"
"344","Shahid Beheshti University (SBU)"
"345","Shanghai International Studies University"
"346","Sookmyung Women's University"
"347","Taibah University"
"348","Telkom University"
"349","Thapar Institute of Engineering & Technology"
"350","The University of Lahore"
"351","Tokai University"
"352","Ton Duc Thang University"
"353","Universitas Brawijaya"
"354","Universitas Hasanuddin"
"355","Universiti Malaysia Sabah (UMS)"
"356","Universiti Malaysia Sarawak (UNIMAS)"
"357","Universiti Malaysia Terengganu (UMT)"
"358","University of Agriculture, Faisalabad"
"359","University of Colombo"
"360","University of International Business and Economics"
"361","University of Karachi"
"362","University of Kufa"
"363","University of Mumbai"
"364","University of Peradeniya"
"365","Vellore Institute of Technology (VIT)"
"366","Youngsan University"
"367","Yuan Ze University"
"368","Akdeniz Universitesi"
"369","Al-Balqa Applied University"
"370","Aoyama Gakuin University"
"371","Bahauddin Zakariya University"
"372","Birzeit university"
"373","Cukurova University"
"374","Damascus University"
"375","Dokuz Eylul Universitesi"
"376","Hanoi University of Science and Technology"
"377","Hongik University"
"378","Kindai University (Kinki University)"
"379","Marmara University"
"380","National Taipei University"
"381","SRM INSTITUTE OF SCIENCE AND TECHNOLOGY"
"382","Sakarya University"
"383","Shanghai University of Finance and Economics"
"384","Shibaura Institute of Technology"
"385","Soochow University (Taiwan)"
